Name,Team,GP,,G,,A,,Pts,,+/-,,PIM,,Hits,,BkS,,FW,,FL,,FO%,,PPG,,PPA,,SHG,,SHA,,GW,,SOG,,Pct
Teuvo Teravainen,CHI,24,,6,,6,,12,,4,,6,,4,,7,,12,,29,,0.293,,1,,3,,0,,0,,3,,40,,0.15
Nikolaj Ehlers,WPG,28,,5,,7,,12,,3,,6,,10,,13,,0,,0,,N/A,,1,,2,,0,,0,,0,,72,,0.069
J.T. Miller,NYR,29,,4,,8,,12,,1,,14,,65,,14,,26,,38,,0.406,,1,,0,,0,,0,,2,,41,,0.098
Rickard Rakell,ANA,25,,6,,6,,12,,-1,,2,,43,,12,,55,,73,,0.43,,1,,3,,0,,0,,1,,53,,0.113
Tyler Johnson,TAM,22,,4,,7,,11,,6,,2,,16,,3,,156,,172,,0.476,,0,,5,,0,,0,,2,,50,,0.08
Mikael Backlund,CGY,27,,4,,7,,11,,-4,,2,,13,,22,,151,,176,,0.462,,0,,2,,0,,0,,1,,45,,0.089
Ales Hemsky,DAL,27,,3,,8,,11,,-1,,4,,11,,11,,1,,1,,0.5,,1,,2,,0,,0,,0,,42,,0.071
Sam Reinhart,BUF,28,,8,,3,,11,,1,,4,,8,,8,,17,,23,,0.425,,2,,0,,0,,0,,3,,53,,0.151
Blake Comeau,COL,29,,4,,7,,11,,-2,,22,,72,,13,,47,,57,,0.452,,0,,0,,1,,0,,0,,34,,0.118
Joffrey Lupul,TOR,23,,8,,3,,11,,-2,,6,,33,,5,,0,,2,,0,,1,,2,,0,,0,,2,,59,,0.136
Alexandre Burrows,VAN,29,,5,,6,,11,,-6,,24,,26,,7,,0,,2,,0,,2,,3,,0,,0,,0,,55,,0.091
Lars Eller,MON,29,,7,,4,,11,,1,,10,,39,,10,,34,,41,,0.453,,1,,0,,1,,0,,1,,50,,0.14
Nazem Kadri,TOR,28,,5,,6,,11,,-3,,31,,47,,13,,246,,221,,0.527,,1,,2,,0,,0,,0,,103,,0.049
Valtteri Filppula,TAM,28,,2,,9,,11,,-10,,16,,14,,11,,234,,185,,0.558,,0,,3,,1,,0,,1,,30,,0.067
Ryan Kesler,ANA,28,,3,,8,,11,,-11,,22,,47,,34,,323,,245,,0.569,,1,,4,,0,,0,,0,,58,,0.052
Matt Moulson,BUF,28,,4,,7,,11,,0,,6,,12,,5,,0,,2,,0,,1,,3,,0,,0,,0,,48,,0.083
Vladislav Namestnikov,TAM,28,,5,,6,,11,,7,,12,,16,,7,,63,,75,,0.457,,0,,2,,0,,0,,0,,28,,0.179
Teemu Pulkkinen,DET,24,,6,,5,,11,,2,,10,,3,,4,,0,,0,,N/A,,1,,2,,0,,0,,1,,45,,0.133
Evander Kane,BUF,18,,6,,4,,10,,-3,,20,,50,,7,,11,,13,,0.458,,1,,2,,1,,0,,1,,65,,0.092
Jordan Staal,CAR,28,,5,,5,,10,,-3,,6,,50,,6,,236,,162,,0.593,,0,,0,,0,,0,,1,,55,,0.091
Peter Holland,TOR,23,,4,,6,,10,,-1,,2,,36,,10,,55,,72,,0.433,,2,,4,,0,,0,,0,,39,,0.103
J.T. Brown,TAM,26,,2,,8,,10,,9,,20,,37,,7,,8,,6,,0.571,,0,,0,,0,,1,,0,,40,,0.05
Jeff Skinner,CAR,28,,8,,2,,10,,-2,,12,,5,,6,,4,,6,,0.4,,1,,0,,0,,0,,2,,78,,0.103
Ryan Strome,NYI,19,,3,,7,,10,,-1,,2,,34,,7,,2,,8,,0.2,,1,,3,,0,,0,,0,,33,,0.091
Tyler Ennis,BUF,19,,3,,7,,10,,-9,,9,,27,,6,,2,,0,,1,,2,,2,,0,,0,,0,,51,,0.059
Nino Niederreiter,MIN,26,,6,,4,,10,,0,,2,,49,,9,,9,,14,,0.391,,0,,0,,0,,0,,1,,41,,0.146
Shane Doan,ARI,20,,6,,4,,10,,-8,,40,,39,,1,,7,,6,,0.538,,4,,1,,0,,0,,1,,41,,0.146
Chris Kunitz,PIT,27,,4,,6,,10,,7,,12,,104,,13,,3,,3,,0.5,,1,,1,,0,,0,,1,,45,,0.089
David Jones,CGY,27,,7,,3,,10,,-7,,4,,50,,10,,11,,11,,0.5,,1,,0,,0,,0,,1,,47,,0.149
David Perron,PIT,27,,4,,6,,10,,-6,,18,,61,,7,,1,,2,,0.333,,1,,2,,0,,0,,0,,57,,0.07
Vernon Fiddler,DAL,28,,3,,7,,10,,2,,8,,13,,17,,162,,158,,0.506,,0,,0,,0,,1,,0,,37,,0.081
Mikhail Grigorenko,COL,25,,1,,9,,10,,5,,2,,10,,16,,73,,80,,0.477,,0,,1,,0,,0,,0,,20,,0.05
Alex Killorn,TAM,27,,4,,6,,10,,1,,4,,20,,11,,6,,9,,0.4,,2,,1,,0,,0,,1,,47,,0.085
Brian Gionta,BUF,25,,3,,7,,10,,-4,,4,,24,,8,,12,,15,,0.444,,0,,4,,0,,0,,0,,52,,0.058
Beau Bennett,PIT,22,,5,,5,,10,,-3,,8,,50,,4,,2,,2,,0.5,,1,,2,,0,,0,,0,,39,,0.128
Jean-Gabriel Pageau,OTT,28,,7,,3,,10,,4,,2,,54,,23,,241,,203,,0.543,,0,,0,,4,,0,,1,,45,,0.156
Nikolay Kulemin,NYI,29,,2,,8,,10,,6,,2,,52,,10,,3,,2,,0.6,,0,,0,,0,,0,,1,,33,,0.061
Patric Hornqvist,PIT,27,,5,,5,,10,,-3,,14,,59,,17,,1,,1,,0.5,,0,,3,,0,,0,,1,,66,,0.076
Torrey Mitchell,MON,20,,5,,5,,10,,5,,22,,26,,11,,122,,125,,0.494,,0,,0,,0,,2,,1,,23,,0.217
Andrew Cogliano,ANA,28,,3,,6,,9,,-8,,8,,54,,11,,3,,5,,0.375,,0,,0,,1,,0,,2,,43,,0.07
Colin Wilson,NAS,26,,1,,8,,9,,0,,10,,25,,11,,10,,16,,0.385,,1,,0,,0,,0,,0,,54,,0.019
Marian Gaborik,LOS,27,,5,,4,,9,,-2,,16,,13,,6,,1,,1,,0.5,,0,,1,,0,,0,,1,,64,,0.078
Andrew Shaw,CHI,28,,4,,5,,9,,1,,16,,69,,7,,62,,73,,0.459,,1,,2,,0,,0,,1,,41,,0.098
Joonas Donskoi,SAN,23,,3,,6,,9,,5,,8,,9,,13,,0,,0,,N/A,,0,,0,,0,,0,,0,,31,,0.097
Scott Laughton,PHI,28,,3,,6,,9,,-3,,15,,30,,19,,76,,107,,0.415,,0,,0,,0,,0,,0,,37,,0.081
Elias Lindholm,CAR,28,,3,,6,,9,,-7,,6,,40,,11,,53,,68,,0.438,,0,,2,,0,,0,,1,,62,,0.048
Antoine Roussel,DAL,26,,4,,5,,9,,4,,38,,26,,18,,5,,7,,0.417,,0,,0,,0,,1,,3,,26,,0.154
Joe Colborne,CGY,22,,3,,6,,9,,-10,,11,,45,,14,,33,,29,,0.532,,0,,0,,0,,0,,0,,30,,0.1
Zack Smith,OTT,27,,7,,2,,9,,4,,30,,47,,8,,133,,120,,0.526,,1,,0,,1,,0,,1,,22,,0.318
Chris Stewart,ANA,27,,5,,4,,9,,1,,31,,36,,4,,3,,5,,0.375,,1,,0,,0,,0,,1,,40,,0.125
Jared McCann,VAN,28,,6,,3,,9,,0,,6,,15,,8,,80,,159,,0.335,,1,,0,,0,,0,,0,,50,,0.12
Ryan Callahan,TAM,27,,4,,5,,9,,-3,,11,,57,,30,,8,,6,,0.571,,1,,0,,0,,0,,0,,47,,0.085
Brian Boyle,TAM,25,,7,,2,,9,,1,,12,,32,,16,,121,,135,,0.473,,0,,0,,0,,0,,1,,40,,0.175
Dustin Brown,LOS,27,,2,,7,,9,,0,,16,,74,,7,,4,,8,,0.333,,0,,1,,0,,0,,0,,85,,0.024
Mattias Janmark,DAL,28,,5,,4,,9,,4,,4,,1,,10,,15,,29,,0.341,,0,,1,,0,,0,,1,,43,,0.116
Craig Smith,NAS,28,,5,,4,,9,,-1,,10,,27,,6,,20,,33,,0.377,,1,,0,,0,,0,,1,,79,,0.063
Paul Stastny,STL,12,,2,,7,,9,,2,,2,,10,,7,,120,,91,,0.569,,2,,0,,0,,0,,1,,26,,0.077
Brad Richardson,ARI,28,,2,,7,,9,,-4,,21,,23,,14,,144,,155,,0.482,,0,,0,,0,,0,,2,,36,,0.056
Cal Clutterbuck,NYI,29,,6,,2,,8,,3,,8,,125,,14,,1,,0,,1,,0,,0,,1,,1,,1,,31,,0.194
Sean Couturier,PHI,22,,3,,5,,8,,-3,,8,,9,,10,,169,,195,,0.464,,0,,0,,0,,1,,0,,39,,0.077
Milan Michalek,OTT,24,,5,,3,,8,,1,,10,,19,,16,,1,,3,,0.25,,3,,0,,0,,0,,0,,45,,0.111
Brad Boyes,TOR,23,,2,,6,,8,,-5,,8,,9,,3,,7,,1,,0.875,,0,,2,,0,,0,,1,,36,,0.056
Andrej Nestrasil,CAR,21,,2,,6,,8,,-6,,0,,9,,5,,2,,12,,0.143,,0,,0,,0,,0,,0,,28,,0.071
Brandon Sutter,VAN,16,,4,,4,,8,,4,,2,,10,,8,,125,,108,,0.536,,1,,0,,1,,0,,2,,36,,0.111
Casey Cizikas,NYI,29,,4,,4,,8,,1,,20,,81,,22,,158,,170,,0.482,,0,,0,,1,,0,,2,,33,,0.121
Calle Jarnkrok,NAS,27,,5,,3,,8,,-4,,2,,10,,7,,161,,152,,0.514,,2,,0,,0,,0,,2,,43,,0.116
Shawn Matthias,TOR,27,,2,,6,,8,,-3,,4,,23,,14,,4,,5,,0.444,,0,,0,,0,,1,,1,,34,,0.059
David Legwand,BUF,25,,2,,6,,8,,-2,,6,,11,,6,,63,,75,,0.457,,0,,1,,0,,0,,0,,22,,0.091
Jordan Martinook,ARI,27,,3,,5,,8,,-5,,4,,16,,14,,7,,4,,0.636,,0,,0,,0,,0,,1,,34,,0.088
Kyle Chipchura,ARI,27,,3,,5,,8,,-4,,20,,30,,3,,40,,41,,0.494,,0,,1,,0,,0,,1,,19,,0.158
Devante Smith-Pelly,MON,26,,3,,5,,8,,-1,,14,,40,,9,,0,,2,,0,,0,,0,,0,,0,,1,,30,,0.1
Scott Gomez,STL,18,,1,,7,,8,,-4,,4,,0,,5,,61,,77,,0.442,,0,,4,,0,,0,,1,,9,,0.111
Robby Fabbri,STL,22,,4,,4,,8,,0,,0,,21,,2,,1,,1,,0.5,,0,,1,,0,,0,,2,,35,,0.114
Tommy Wingels,SAN,28,,2,,6,,8,,-9,,12,,77,,28,,27,,34,,0.443,,0,,1,,0,,1,,0,,52,,0.038
Jesper Fast,NYR,27,,4,,4,,8,,1,,6,,35,,24,,0,,4,,0,,0,,0,,0,,0,,1,,24,,0.167
Shawn Horcoff,ANA,27,,4,,4,,8,,0,,16,,35,,14,,184,,189,,0.493,,0,,0,,0,,1,,1,,36,,0.111
Jonathan Drouin,TAM,17,,2,,6,,8,,3,,4,,13,,2,,9,,9,,0.5,,0,,2,,0,,0,,0,,18,,0.111
Bo Horvat,VAN,30,,2,,6,,8,,-13,,6,,27,,13,,245,,238,,0.507,,1,,3,,0,,0,,1,,42,,0.048
Derek MacKenzie,FLA,28,,3,,5,,8,,8,,13,,73,,15,,184,,150,,0.551,,0,,0,,0,,1,,1,,28,,0.107
Daniel Winnik,TOR,25,,2,,6,,8,,4,,4,,18,,17,,1,,4,,0.2,,0,,0,,0,,0,,0,,39,,0.051
Antoine Vermette,ARI,22,,3,,5,,8,,-4,,14,,22,,18,,206,,176,,0.539,,2,,1,,0,,0,,0,,23,,0.13
Viktor Stalberg,NYR,26,,3,,4,,7,,8,,6,,60,,12,,0,,0,,N/A,,0,,0,,0,,0,,0,,33,,0.091
Brandon Prust,VAN,19,,1,,6,,7,,2,,45,,23,,13,,2,,4,,0.333,,0,,0,,0,,0,,1,,14,,0.071
Chris Tierney,SAN,27,,3,,4,,7,,-6,,10,,4,,15,,130,,144,,0.474,,0,,0,,0,,0,,0,,34,,0.088
Matt Cullen,PIT,27,,3,,4,,7,,7,,8,,11,,13,,149,,127,,0.54,,0,,0,,0,,1,,1,,29,,0.103
Adam Lowry,WPG,28,,0,,7,,7,,-8,,18,,82,,18,,125,,141,,0.47,,0,,0,,0,,0,,0,,24,,0
Mike Fisher,NAS,24,,5,,2,,7,,-2,,19,,56,,24,,256,,242,,0.514,,1,,1,,0,,0,,0,,34,,0.147
Jay Beagle,WAS,26,,3,,4,,7,,-3,,10,,34,,10,,204,,146,,0.583,,0,,0,,0,,0,,0,,30,,0.1
Mark Letestu,EDM,29,,3,,4,,7,,-7,,0,,24,,9,,200,,177,,0.531,,1,,3,,1,,0,,0,,38,,0.079
Tom Wilson,WAS,26,,2,,5,,7,,-2,,43,,72,,18,,1,,1,,0.5,,0,,1,,0,,0,,0,,25,,0.08
Andre Burakovsky,WAS,24,,2,,5,,7,,-4,,4,,14,,10,,9,,14,,0.391,,0,,2,,0,,0,,1,,31,,0.065
Matt Nieto,SAN,26,,3,,4,,7,,-3,,2,,14,,8,,2,,1,,0.667,,0,,0,,1,,0,,0,,32,,0.094
Cody McLeod,COL,29,,5,,2,,7,,5,,71,,78,,13,,0,,0,,N/A,,1,,0,,0,,0,,1,,37,,0.135
Jordan Eberle,EDM,16,,6,,1,,7,,-9,,2,,10,,2,,0,,1,,0,,2,,0,,0,,0,,1,,40,,0.15
Marcus Foligno,BUF,27,,2,,5,,7,,-3,,22,,61,,18,,1,,1,,0.5,,0,,2,,0,,0,,0,,15,,0.133
Cody Hodgson,NAS,28,,2,,5,,7,,3,,4,,15,,5,,44,,51,,0.463,,0,,1,,0,,0,,2,,48,,0.042
Alex Burmistrov,WPG,28,,2,,5,,7,,-3,,16,,37,,12,,45,,81,,0.357,,0,,0,,0,,1,,1,,28,,0.071
Ondrej Palat,TAM,16,,2,,5,,7,,0,,0,,22,,12,,0,,3,,0,,1,,2,,0,,0,,1,,29,,0.069
Shane Prince,OTT,18,,2,,5,,7,,4,,2,,8,,5,,1,,1,,0.5,,0,,0,,0,,0,,0,,26,,0.077
Sven Baertschi,VAN,24,,2,,5,,7,,-1,,6,,6,,9,,0,,0,,N/A,,0,,1,,0,,0,,0,,25,,0.08
Matt Read,PHI,28,,4,,3,,7,,-7,,10,,27,,15,,1,,9,,0.1,,0,,0,,0,,0,,1,,55,,0.073
Carl Hagelin,ANA,28,,2,,5,,7,,-8,,10,,32,,14,,3,,1,,0.75,,0,,0,,0,,0,,0,,48,,0.042
Brian Flynn,MON,29,,3,,4,,7,,3,,2,,12,,20,,116,,88,,0.569,,0,,0,,1,,0,,0,,39,,0.077
Pavel Datsyuk,DET,13,,2,,4,,6,,2,,0,,10,,7,,129,,99,,0.566,,0,,1,,0,,0,,0,,32,,0.063
Jay McClement,CAR,28,,1,,5,,6,,-8,,2,,29,,5,,142,,111,,0.561,,0,,0,,0,,0,,0,,28,,0.036
Riley Sheahan,DET,28,,3,,3,,6,,-5,,6,,22,,16,,157,,172,,0.477,,0,,0,,0,,0,,0,,43,,0.07
Colton Sceviour,DAL,26,,1,,5,,6,,7,,4,,30,,18,,1,,6,,0.143,,0,,1,,0,,0,,0,,38,,0.026
Chris Thorburn,WPG,28,,4,,2,,6,,2,,35,,44,,9,,22,,19,,0.537,,0,,0,,1,,0,,1,,23,,0.174
Alex Tanguay,COL,18,,2,,4,,6,,2,,10,,5,,7,,1,,2,,0.333,,0,,0,,0,,0,,0,,16,,0.125
Nick Bonino,PIT,26,,3,,3,,6,,1,,12,,11,,25,,218,,192,,0.532,,1,,0,,0,,0,,0,,30,,0.1
Paul Byron,MON,17,,4,,2,,6,,5,,0,,36,,6,,1,,1,,0.5,,0,,0,,2,,1,,0,,13,,0.308
Gregory Campbell,COB,29,,2,,4,,6,,1,,36,,31,,15,,88,,111,,0.442,,0,,0,,0,,0,,2,,16,,0.125
Jacob Josefson,NJD,28,,1,,5,,6,,-11,,16,,27,,22,,167,,184,,0.476,,0,,4,,0,,1,,0,,40,,0.025
Mike Santorelli,ANA,26,,4,,2,,6,,-6,,2,,11,,6,,41,,40,,0.506,,1,,0,,0,,0,,1,,29,,0.138
Adam Cracknell,VAN,24,,3,,3,,6,,4,,4,,58,,14,,90,,137,,0.396,,0,,0,,0,,0,,1,,32,,0.094
Jack Skille,COL,29,,2,,4,,6,,0,,5,,39,,13,,1,,7,,0.125,,0,,0,,0,,0,,0,,37,,0.054
Nicolas Deslauriers,BUF,27,,3,,3,,6,,-9,,16,,72,,9,,0,,1,,0,,0,,0,,0,,0,,0,,21,,0.143
Derek Dorsett,VAN,30,,2,,4,,6,,-4,,91,,70,,20,,1,,1,,0.5,,0,,0,,0,,0,,0,,42,,0.048
John Mitchell,COL,18,,6,,0,,6,,-2,,12,,25,,15,,92,,113,,0.449,,0,,0,,0,,0,,2,,21,,0.286
Justin Fontaine,MIN,13,,2,,4,,6,,2,,8,,2,,7,,0,,0,,N/A,,0,,0,,0,,1,,0,,6,,0.333
Lauri Korpikoski,EDM,21,,3,,2,,5,,-7,,6,,31,,19,,5,,3,,0.625,,1,,0,,0,,0,,1,,26,,0.115
Curtis Lazar,OTT,25,,2,,3,,5,,-4,,5,,38,,19,,18,,17,,0.514,,1,,1,,0,,1,,0,,32,,0.063
Quinton Howden,FLA,25,,3,,2,,5,,3,,10,,63,,6,,1,,3,,0.25,,0,,0,,0,,0,,0,,22,,0.136
Steve Downie,ARI,18,,2,,3,,5,,3,,32,,24,,5,,2,,2,,0.5,,0,,0,,0,,0,,0,,16,,0.125
Joakim Nordstrom,CAR,17,,1,,4,,5,,-5,,4,,23,,7,,0,,1,,0,,0,,0,,0,,0,,0,,14,,0.071
Patrik Elias,NJD,8,,1,,4,,5,,3,,6,,6,,1,,9,,16,,0.36,,0,,2,,0,,0,,0,,9,,0.111
Brad Richards,DET,15,,1,,4,,5,,2,,0,,1,,1,,29,,31,,0.483,,0,,1,,0,,0,,0,,41,,0.024
Landon Ferraro,BOS,18,,3,,2,,5,,1,,7,,34,,12,,11,,25,,0.306,,0,,0,,0,,0,,1,,22,,0.136
Luke Glendening,DET,28,,1,,4,,5,,-8,,12,,54,,29,,205,,192,,0.516,,0,,0,,0,,0,,0,,27,,0.037
Sam Gagner,PHI,18,,2,,3,,5,,1,,21,,3,,7,,20,,44,,0.313,,1,,0,,0,,0,,1,,23,,0.087
Matt Martin,NYI,29,,2,,3,,5,,1,,44,,155,,8,,0,,1,,0,,0,,0,,0,,0,,0,,43,,0.047
Dmitrij Jaskin,STL,24,,1,,4,,5,,0,,10,,50,,4,,4,,4,,0.5,,0,,0,,0,,0,,0,,38,,0.026
Nick Shore,LOS,27,,2,,3,,5,,-6,,12,,39,,8,,173,,152,,0.532,,0,,1,,0,,0,,1,,42,,0.048
Erik Condra,TAM,25,,3,,2,,5,,0,,14,,12,,10,,1,,1,,0.5,,0,,0,,0,,0,,0,,27,,0.111
Austin Watson,NAS,24,,2,,3,,5,,-2,,9,,27,,16,,3,,2,,0.6,,0,,0,,0,,0,,0,,25,,0.08
Brad Malone,CAR,20,,2,,3,,5,,1,,23,,48,,4,,5,,1,,0.833,,0,,0,,0,,0,,0,,11,,0.182
William Karlsson,COB,28,,3,,2,,5,,-12,,0,,18,,22,,162,,193,,0.456,,0,,0,,0,,0,,0,,36,,0.083
R.J. Umberger,PHI,13,,0,,5,,5,,2,,7,,22,,4,,0,,3,,0,,0,,1,,0,,0,,0,,15,,0
Jakob Silfverberg,ANA,28,,2,,3,,5,,-8,,10,,28,,20,,2,,7,,0.222,,0,,0,,0,,0,,0,,69,,0.029
Dave Bolland,FLA,23,,1,,4,,5,,-3,,16,,36,,7,,148,,173,,0.461,,0,,3,,0,,0,,0,,25,,0.04
Zemgus Girgensons,BUF,24,,2,,3,,5,,-2,,10,,44,,15,,106,,125,,0.459,,1,,0,,0,,1,,1,,43,,0.047
Darren Helm,DET,24,,1,,4,,5,,-6,,10,,34,,6,,17,,20,,0.459,,0,,0,,0,,0,,0,,48,,0.021
Alex Chiasson,OTT,28,,2,,2,,4,,-4,,23,,38,,10,,0,,1,,0,,2,,0,,0,,0,,0,,36,,0.056
Iiro Pakarinen,EDM,21,,3,,1,,4,,-3,,2,,41,,4,,5,,7,,0.417,,0,,0,,0,,0,,0,,21,,0.143
Tyler Randell,BOS,15,,4,,0,,4,,1,,35,,26,,2,,0,,0,,N/A,,0,,0,,0,,0,,1,,11,,0.364
Ryan Garbutt,CHI,25,,1,,3,,4,,-5,,23,,68,,8,,0,,1,,0,,0,,0,,0,,0,,0,,49,,0.02
Matt Hendricks,EDM,19,,2,,2,,4,,3,,20,,57,,30,,73,,55,,0.57,,0,,0,,0,,1,,0,,23,,0.087
Melker Karlsson,SAN,14,,3,,1,,4,,2,,4,,15,,6,,1,,1,,0.5,,0,,0,,0,,0,,1,,29,,0.103
Jake Virtanen,VAN,19,,1,,3,,4,,-3,,15,,53,,8,,1,,1,,0.5,,0,,0,,0,,0,,0,,25,,0.04
David Pastrnak,BOS,10,,2,,2,,4,,-3,,8,,10,,5,,0,,1,,0,,0,,1,,0,,0,,0,,24,,0.083
Ryan Carter,MIN,25,,3,,1,,4,,1,,21,,37,,13,,11,,9,,0.55,,0,,0,,1,,0,,0,,25,,0.12
Trevor Lewis,LOS,24,,2,,2,,4,,-6,,4,,67,,8,,21,,36,,0.368,,0,,0,,0,,0,,0,,61,,0.033
Patrick Maroon,ANA,24,,1,,3,,4,,-5,,20,,45,,0,,5,,9,,0.357,,1,,0,,0,,0,,0,,28,,0.036
Ryan White,PHI,19,,2,,2,,4,,0,,24,,62,,15,,54,,52,,0.509,,0,,0,,0,,0,,0,,22,,0.091
Riley Nash,CAR,21,,1,,3,,4,,-5,,6,,16,,12,,107,,112,,0.489,,0,,0,,0,,0,,0,,27,,0.037
Eric Fehr,PIT,17,,2,,2,,4,,3,,2,,16,,13,,15,,30,,0.333,,0,,0,,2,,0,,1,,15,,0.133
Matt Stajan,CGY,27,,1,,3,,4,,-2,,14,,40,,22,,162,,166,,0.494,,0,,0,,0,,0,,0,,15,,0.067
Eric Nystrom,NAS,20,,4,,0,,4,,-2,,12,,38,,13,,0,,1,,0,,0,,0,,0,,0,,0,,12,,0.333
Pascal Dupuis,PIT,18,,2,,2,,4,,-1,,12,,35,,12,,2,,1,,0.667,,0,,0,,0,,0,,0,,28,,0.071
Sergey Kalinin,NJD,26,,2,,2,,4,,-7,,8,,33,,11,,25,,30,,0.455,,1,,0,,0,,0,,1,,24,,0.083
Scottie Upshall,STL,21,,4,,0,,4,,0,,10,,33,,5,,7,,15,,0.318,,0,,0,,0,,0,,1,,37,,0.108
